Ticker,Description,Currency,Sector,Industry Group,Industry,Sub_Industry
6952 JP Equity,Casio Computer Co Ltd,JPY,Technology,Hardware,Consumer Electronics,#N/A N/A
ANDR AV Equity,ANDRITZ AG,EUR,Industrials,Machinery,Industrial Machinery,Paper Industry Machinery
G US Equity,Genpact Ltd,USD,Technology,Technology Services,IT Services,IT Services - Commercial
600021 CH Equity,Shanghai Electric Power Co Ltd,CNY,Utilities,Utilities,Power Generation,#N/A N/A
AFSI US Equity,AmTrust Financial Services Inc,USD,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
GAPB MM Equity,Grupo Aeroportuario del Pacifi,MXN,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
7731 JP Equity,Nikon Corp,JPY,Technology,Hardware,Consumer Electronics,Camera Equipment
ACEM IN Equity,Ambuja Cements Ltd,INR,Materials,Construction Materials,Cement & Aggregates,Cement
917 HK Equity,New World China Land Ltd,HKD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
1171 HK Equity,Yanzhou Coal Mining Co Ltd,HKD,Energy,"Oil, Gas & Coal",Coal Operations,Coal Mining
ALSN US Equity,Allison Transmission Holdings,USD,Industrials,Transportation Equipment,Commercial Vehicles,Comml Veh Other Parts & Svcs
SHLX US Equity,Shell Midstream Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines
813 HK Equity,Shimao Property Holdings Ltd,HKD,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
FSF NZ Equity,Fonterra Co-operative Group Lt,NZD,Consumer Staples,Consumer Products,Packaged Food,Dairy & Egg Products
SMT LN Equity,Scottish Mortgage Investment T,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ICBP IJ Equity,Indofood CBP Sukses Makmur Tbk,IDR,Consumer Staples,Consumer Products,Packaged Food,Bread & Bakery Products
HPHT SP Equity,Hutchison Port Holdings Trust,USD,Industrials,Transportation & Logistics,Transport Support Services,Marine Support Services
659 HK Equity,NWS Holdings Ltd,HKD,Industrials,Engineering & Construction Svcs,Non-Residential Bldg Const,#N/A N/A
TYL US Equity,Tyler Technologies Inc,USD,Technology,Software,Application Software,Enterprise Software
BKD US Equity,Brookdale Senior Living Inc,USD,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Nursing & Residential Care
SCHB US Equity,Schwab US Broad Market ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SCZ US Equity,iShares MSCI EAFE Small-Cap ET,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BOK LN Equity,Booker Group PLC,GBp,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,#N/A N/A
1402 TT Equity,Far Eastern New Century Corp,TWD,Consumer Discretionary,Apparel & Textile Products,Textile & Textile Products,Textile
BKLN US Equity,PowerShares Senior Loan Portfo,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JEC US Equity,Jacobs Engineering Group Inc,USD,Industrials,Engineering & Construction Svcs,Engineering Services,#N/A N/A
BWY LN Equity,Bellway PLC,GBp,Consumer Discretionary,Home & Office Products,Homebuilders,#N/A N/A
PWL ID Equity,Paddy Power Betfair PLC,EUR,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Mobile & Online Gambling
2884 TT Equity,E.Sun Financial Holding Co Ltd,TWD,Financials,Banking,Banks,#N/A N/A
AEM CN Equity,Agnico Eagle Mines Ltd,CAD,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
000728 CH Equity,Guoyuan Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
510050 CH Equity,China 50 ETF,CNY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CYN US Equity,City National Corp/CA,USD,Financials,Banking,Banks,#N/A N/A
603198 CH Equity,Anhui Yingjia Distillery Co Lt,CNY,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
BME LN Equity,B&M European Value Retail SA,GBp,Consumer Staples,Retail - Consumer Staples,Mass Merchants,Dollar Stores
HWDN LN Equity,Howden Joinery Group PLC,GBp,Consumer Discretionary,Home & Office Products,Home & Office Furnishings,Home Furniture
4768 JP Equity,Otsuka Corp,JPY,Technology,Technology Services,IT Services,IT Services - Commercial
OFSS IN Equity,Oracle Financial Services Soft,INR,Technology,Software,Application Software,Enterprise Software
SFG US Equity,StanCorp Financial Group Inc,USD,Financials,Insurance,Life Insurance,Life Insurance Premiums
000963 CH Equity,Huadong Medicine Co Ltd,CNY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
RNR US Equity,RenaissanceRe Holdings Ltd,USD,Financials,Insurance,Reinsurance,P&C Reinsurance
PRY IM Equity,Prysmian SpA,EUR,Industrials,Electrical Equipment,Electrical Components,Wire & Cable
INCH LN Equity,Inchcape PLC,GBp,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,Car Dealers
GEL US Equity,Genesis Energy LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines
UNTR IJ Equity,United Tractors Tbk PT,IDR,Materials,Metals & Mining,Mining Services,Metals Support Services
601555 CH Equity,SooChow Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
600660 CH Equity,Fuyao Glass Industry Group Co,CNY,Consumer Discretionary,Automotive,Auto Parts,Other Motor Vehicle Parts
GRASIM IN Equity,Grasim Industries Ltd,INR,Materials,Construction Materials,Cement & Aggregates,Cement
SECUB SS Equity,Securitas AB,SEK,Consumer Discretionary,Commercial Services,Security Services,#N/A N/A
576 HK Equity,Zhejiang Expressway Co Ltd,HKD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Infrastructure Concessions
051600 KS Equity,KEPCO Plant Service & Engineer,KRW,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Energy Infra Construction
PBCT US Equity,People's United Financial Inc,USD,Financials,Banking,Banks,#N/A N/A
2880 TT Equity,Hua Nan Financial Holdings Co,TWD,Financials,Banking,Banks,#N/A N/A
LC US Equity,LendingClub Corp,USD,Financials,Specialty Finance,Consumer Finance,#N/A N/A
900923 CH Equity,Shanghai Bailian Group Co Ltd,USD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
ARYN VX Equity,Aryzta AG,CHF,Consumer Staples,Consumer Products,Packaged Food,Bread & Bakery Products
STMN SW Equity,Straumann Holding AG,CHF,Health Care,Medical Equipment & Devices,Medical Devices,Orthopedic Devices
ICLR US Equity,ICON PLC,USD,Health Care,Health Care Facilities & Svcs,Health Care Services,Contract Research
BPOST BB Equity,bpost SA,EUR,Industrials,Transportation & Logistics,Courier Services,#N/A N/A
10 HK Equity,Hang Lung Group Ltd,HKD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
PLT IM Equity,Parmalat SpA,EUR,Consumer Staples,Consumer Products,Packaged Food,Dairy & Egg Products
HHC US Equity,Howard Hughes Corp/The,USD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
IENOVA* MM Equity,Infraestructura Energetica Nov,MXN,Utilities,Utilities,Utility Networks,Gas Utilities
6465 JP Equity,Hoshizaki Corp,JPY,Industrials,Machinery,Industrial Machinery,Food Product Machinery
PWR US Equity,Quanta Services Inc,USD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Energy Infra Construction
WMH LN Equity,William Hill PLC,GBp,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,#N/A N/A
BH TB Equity,Bumrungrad Hospital PCL,THB,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Hospitals
3291 JP Equity,Iida Group Holdings Co Ltd,JPY,Consumer Discretionary,Home & Office Products,Homebuilders,#N/A N/A
BLUE US Equity,Bluebird Bio Inc,USD,Health Care,Biotech & Pharma,Biotech,Development Stage Biotech
RWX US Equity,SPDR Dow Jones International R,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
002475 CH Equity,Luxshare Precision Industry Co,CNY,Industrials,Electrical Equipment,Electrical Components,Electronic Connectors
SGRO LN Equity,Segro PLC,GBp,Financials,Real Estate,REIT,Multi Asset Class REIT
6473 JP Equity,JTEKT Corp,JPY,Consumer Discretionary,Automotive,Auto Parts,Steering & Suspension
9001 JP Equity,Tobu Railway Co Ltd,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,#N/A N/A
BCI CI Equity,Banco de Credito e Inversiones,CLP,Financials,Banking,Banks,#N/A N/A
5406 JP Equity,Kobe Steel Ltd,JPY,Materials,Iron & Steel,Steel Producers,#N/A N/A
002292 CH Equity,Alpha Group,CNY,Consumer Discretionary,Leisure Products,Toys & Games,"Dolls, Toys & Games"
HLE GR Equity,Hella KGaA Hueck & Co,EUR,Consumer Discretionary,Automotive,Auto Parts,Auto Electrical
601016 CH Equity,CECEP Wind-Power Corp,CNY,Energy,Renewable Energy,Renewable Energy Project Dev,#N/A N/A
TPX US Equity,Tempur Sealy International Inc,USD,Consumer Discretionary,Home & Office Products,Home & Office Furnishings,Home Furniture
NEU US Equity,NewMarket Corp,USD,Materials,Chemicals,Specialty Chemicals,Functional Additives
600895 CH Equity,Shanghai Zhangjiang High-Tech,CNY,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
SCTY US Equity,SolarCity Corp,USD,Energy,Renewable Energy,Renewable Energy Equipment,Solar Energy Equipment
QATI QD Equity,Qatar Insurance Co SAQ,QAR,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
MTX GR Equity,MTU Aero Engines AG,EUR,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft Parts
ALB US Equity,Albemarle Corp,USD,Materials,Chemicals,Specialty Chemicals,Fine Chemicals
RF FP Equity,Eurazeo SA,EUR,Financials,Asset Management,Private Equity,#N/A N/A
GRUPOARG CB Equity,Grupo Argos SA/Colombia,COP,Materials,Construction Materials,Cement & Aggregates,Cement
ELS US Equity,Equity LifeStyle Properties In,USD,Financials,Real Estate,REIT,Housing REIT
PNRA US Equity,Panera Bread Co,USD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Restaurants,Limited Service Restaurants
PDCO US Equity,Patterson Cos Inc,USD,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
TDC DC Equity,TDC A/S,DKK,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
CCL/B CN Equity,CCL Industries Inc,CAD,Materials,Containers & Packaging,Packaging Services,Packaging Labels
ZG US Equity,Zillow Group Inc,USD,Communications,Media,Internet Based Services,Real Estate & Property Web
NNN US Equity,National Retail Properties Inc,USD,Financials,Real Estate,REIT,Retail REIT
ARCC US Equity,Ares Capital Corp,USD,Financials,Asset Management,Investment Companies,BDCs
GNTX US Equity,Gentex Corp,USD,Consumer Discretionary,Automotive,Auto Parts,Other Motor Vehicle Parts
BOL SS Equity,Boliden AB,SEK,Materials,Metals & Mining,Base Metals,Copper
5880 TT Equity,Taiwan Cooperative Financial H,TWD,Financials,Banking,Banks,#N/A N/A
GTCAP PM Equity,GT Capital Holdings Inc,PHP,Financials,Asset Management,Investment Companies,Investment Holding Companies
CLB US Equity,Core Laboratories NV,USD,Energy,"Oil, Gas & Coal",Oil & Gas Services & Equip,Oilfield Services & Equipment
RE FP Equity,Colas SA,EUR,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Transportation Infra Const
THC US Equity,Tenet Healthcare Corp,USD,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Hospitals
880 HK Equity,SJM Holdings Ltd,HKD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Casinos
CCL AU Equity,Coca-Cola Amatil Ltd,AUD,Consumer Staples,Consumer Products,Beverages,Non-Alcoholic Beverages
PMI IM Equity,Banca Popolare di Milano Scarl,EUR,Financials,Banking,Banks,Retail Banking
SERV US Equity,ServiceMaster Global Holdings,USD,Consumer Discretionary,Commercial Services,Other Commercial Services,Misc. Commercial Services
TECO2 AR Equity,Telecom Argentina SA,ARS,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
FSLR US Equity,First Solar Inc,USD,Energy,Renewable Energy,Renewable Energy Equipment,Solar Energy Equipment
MELI US Equity,MercadoLibre Inc,USD,Consumer Discretionary,Retail - Discretionary,E-Commerce Discretionary,Electronic Auctions
KEY CN Equity,Keyera Corp,CAD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines
HGG LN Equity,Henderson Group PLC,GBp,Financials,Asset Management,Investment Management,#N/A N/A
UMI BB Equity,Umicore SA,EUR,Materials,Chemicals,Specialty Chemicals,#N/A N/A
4521 JP Equity,Kaken Pharmaceutical Co Ltd,JPY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
FRAN AR Equity,BBVA Banco Frances SA,ARS,Financials,Banking,Banks,#N/A N/A
TNTE NA Equity,TNT Express BV,EUR,Industrials,Transportation & Logistics,Courier Services,Express Courier Services
NAVI US Equity,Navient Corp,USD,Financials,Specialty Finance,Consumer Finance,#N/A N/A
SLV US Equity,iShares Silver Trust,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
600373 CH Equity,Chinese Universe Publishing an,CNY,Communications,Media,Publishing & Broadcasting,Publishing
RARE US Equity,Ultragenyx Pharmaceutical Inc,USD,Health Care,Biotech & Pharma,Biotech,Development Stage Biotech
LM US Equity,Legg Mason Inc,USD,Financials,Asset Management,Investment Management,#N/A N/A
9008 JP Equity,Keio Corp,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,#N/A N/A
002146 CH Equity,RiseSun Real Estate Developmen,CNY,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
HZNP US Equity,Horizon Pharma Plc,USD,Health Care,Biotech & Pharma,Specialty Pharma,Development Stage Spec Pharma
LXS GR Equity,LANXESS AG,EUR,Materials,Chemicals,Basic & Diversified Chemicals,#N/A N/A
KKC IN Equity,Cummins India Ltd,INR,Industrials,Machinery,Engine & Transmission,Industrial Engines
BRES QD Equity,Barwa Real Estate Co,QAR,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
EMBR3 BZ Equity,Embraer SA,BRL,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft
IAP LN Equity,ICAP PLC,GBp,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
ICPT US Equity,Intercept Pharmaceuticals Inc,USD,Health Care,Biotech & Pharma,Biotech,Development Stage Biotech
TRU US Equity,TransUnion,USD,Technology,Technology Services,Information Services,Financial Info Services
YKBNK TI Equity,Yapi ve Kredi Bankasi AS,TRY,Financials,Banking,Banks,Corporate Banking
ELE FP Equity,Euler Hermes Group,EUR,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
YES IN Equity,Yes Bank Ltd,INR,Financials,Banking,Banks,Corporate Banking
MUR US Equity,Murphy Oil Corp,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
LPT US Equity,Liberty Property Trust,USD,Financials,Real Estate,REIT,Multi Asset Class REIT
OA US Equity,Orbital ATK Inc,USD,Industrials,Aerospace & Defense,Defense Primes,Munitions & Small Arms
DIM FP Equity,Sartorius Stedim Biotech,EUR,Health Care,Medical Equipment & Devices,Life Science Equipment,Analytical Lab Equipment
600998 CH Equity,Jointown Pharmaceutical Group,CNY,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
CT SP Equity,CapitaLand Mall Trust,SGD,Financials,Real Estate,REIT,Retail REIT
VER AV Equity,Verbund AG,EUR,Utilities,Utilities,Power Generation,#N/A N/A
RMI SJ Equity,Rand Merchant Investment Holdi,ZAr,Financials,Insurance,P&C Insurance,#N/A N/A
001800 KS Equity,Orion Corp/Republic of Korea,KRW,Consumer Staples,Consumer Products,Packaged Food,Snack Food & Confectionary
2823 HK Equity,iShares FTSE A50 China Index E,HKD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6806 JP Equity,Hirose Electric Co Ltd,JPY,Industrials,Electrical Equipment,Electrical Components,Electronic Connectors
AFI AU Equity,Australian Foundation Investme,AUD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RKET GR Equity,Rocket Internet SE,EUR,Consumer Discretionary,Retail - Discretionary,E-Commerce Discretionary,#N/A N/A
GPK US Equity,Graphic Packaging Holding Co,USD,Materials,Containers & Packaging,Containers & Packaging,Paper Containers & Packaging
ZOT SM Equity,Zardoya Otis SA,EUR,Industrials,Industrial Services,Industrial Maintenance Svcs,Industrial Mach Equip Repair
PNN LN Equity,Pennon Group PLC,GBp,Utilities,Utilities,Utility Networks,Water Networks
MPL AU Equity,Medibank Pvt Ltd,AUD,Financials,Insurance,Life Insurance,#N/A N/A
VT US Equity,Vanguard Total World Stock ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CPR IM Equity,Davide Campari-Milano SpA,EUR,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
TALK LN Equity,TalkTalk Telecom Group PLC,GBp,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
SK FP Equity,SEB SA,EUR,Consumer Discretionary,Home & Office Products,Home Improvement,Household Appliances
8953 JP Equity,Japan Retail Fund Investment C,JPY,Financials,Real Estate,REIT,Retail REIT
COLBUN CI Equity,Colbun SA,CLP,Utilities,Utilities,Utility Networks,Electricity Networks
WTM US Equity,White Mountains Insurance Grou,USD,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
600177 CH Equity,Youngor Group Co Ltd,CNY,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
VXUS US Equity,Vanguard Total International S,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CPF TB Equity,Charoen Pokphand Foods PCL,THB,Consumer Staples,Consumer Products,Packaged Food,Meat Products
FMG AU Equity,Fortescue Metals Group Ltd,AUD,Materials,Iron & Steel,Steel Raw Material Suppliers,Iron Ore Mining
RAA GR Equity,Rational AG,EUR,Industrials,Machinery,Industrial Machinery,Food Product Machinery
DNKN US Equity,Dunkin' Brands Group Inc,USD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Restaurants,Limited Service Restaurants
CAR US Equity,Avis Budget Group Inc,USD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,Passenger Car Rental & Leasing
PINFRA* MM Equity,Promotora y Operadora de Infra,MXN,Industrials,Engineering & Construction Svcs,Infrastructure Construction,#N/A N/A
ANTAR CI Equity,AntarChile SA,CLP,Financials,Asset Management,Investment Companies,Investment Holding Companies
NCR US Equity,NCR Corp,USD,Technology,Hardware,Transaction Mgmt Systems,#N/A N/A
MGR AU Equity,Mirvac Group,AUD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
SLW CN Equity,Silver Wheaton Corp,CAD,Materials,Metals & Mining,Precious Metal Mining,Silver Mining
PAG US Equity,Penske Automotive Group Inc,USD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,Car Dealers
OZM US Equity,Och-Ziff Capital Management Gr,USD,Financials,Asset Management,Investment Management,#N/A N/A
601333 CH Equity,Guangshen Railway Co Ltd,CNY,Consumer Discretionary,Passenger Transportation,Transit Services,Railway Services
KGH PW Equity,KGHM Polska Miedz SA,PLN,Materials,Metals & Mining,Base Metals,Copper
ORP FP Equity,Orpea,EUR,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Nursing & Residential Care
8028 JP Equity,FamilyMart UNY Holdings Co Ltd,JPY,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Convenience Stores
VEDL IN Equity,Vedanta Ltd,INR,Materials,Metals & Mining,Base Metals,#N/A N/A
MOH US Equity,Molina Healthcare Inc,USD,Health Care,Health Care Facilities & Svcs,Managed Care,Managed Care Govt Business
BIGC TB Equity,Big C Supercenter PCL,THB,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
1528 HK Equity,Red Star Macalline Group Corp,HKD,Financials,Real Estate,Real Estate Owners & Developers,Retail Owners & Developers
SPLV US Equity,PowerShares S&P 500 Low Volati,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NBIX US Equity,Neurocrine Biosciences Inc,USD,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
SWDA LN Equity,iShares Core MSCI World UCITS,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GME US Equity,GameStop Corp,USD,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,Video Game Stores
HXL US Equity,Hexcel Corp,USD,Industrials,Aerospace & Defense,Aircraft & Parts,#N/A N/A
BJFIN IN Equity,Bajaj Finserv Ltd,INR,Financials,Insurance,Life Insurance,#N/A N/A
2303 TT Equity,United Microelectronics Corp,TWD,Technology,Semiconductors,Semiconductor Mfg,Foundry Services
ALR US Equity,Alere Inc,USD,Health Care,Medical Equipment & Devices,Life Science Equipment,In Vitro Diagnostics
8570 JP Equity,AEON Financial Service Co Ltd,JPY,Financials,Specialty Finance,Consumer Finance,Credit & Debit
1169 HK Equity,Haier Electronics Group Co Ltd,HKD,Consumer Discretionary,Distributors - Discretionary,Consumer Elec & Applc Whslrs,#N/A N/A
AMFW LN Equity,Amec Foster Wheeler PLC,GBp,Energy,"Oil, Gas & Coal",Oil & Gas Services & Equip,Oilfield Services & Equipment
PGAS IJ Equity,Perusahaan Gas Negara Persero,IDR,Utilities,Utilities,Utility Networks,Gas Utilities
6479 JP Equity,MINEBEA MITSUMI Inc,JPY,Technology,Hardware,Electronics Components,#N/A N/A
WDH DC Equity,William Demant Holding A/S,DKK,Health Care,Medical Equipment & Devices,Health Care Supplies,Surgical Appliances & Supplies
EO FP Equity,Faurecia,EUR,Consumer Discretionary,Automotive,Auto Parts,#N/A N/A
9904 TT Equity,Pou Chen Corp,TWD,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Footwear Design
2229 JP Equity,Calbee Inc,JPY,Consumer Staples,Consumer Products,Packaged Food,Snack Food & Confectionary
600839 CH Equity,Sichuan Changhong Electric Co,CNY,Technology,Hardware,Consumer Electronics,#N/A N/A
UNB UH Equity,Union National Bank PJSC,AED,Financials,Banking,Banks,#N/A N/A
WOOF US Equity,VCA Inc,USD,Health Care,Health Care Facilities & Svcs,Health Care Services,Veterinary Services
MANH US Equity,Manhattan Associates Inc,USD,Technology,Software,Application Software,Enterprise Software
TRELB SS Equity,Trelleborg AB,SEK,Industrials,Manufactured Goods,Rubber & Plastic,Rubber Products
ASURB MM Equity,Grupo Aeroportuario del Surest,MXN,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
300017 CH Equity,Wangsu Science & Technology Co,CNY,Technology,Technology Services,IT Services,IT Services - Commercial
TRMB US Equity,Trimble Inc,USD,Industrials,Electrical Equipment,Measurement Instruments,Elec Measuring Instruments
4091 JP Equity,Taiyo Nippon Sanso Corp,JPY,Materials,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals
7013 JP Equity,IHI Corp,JPY,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft Parts
BRO US Equity,Brown & Brown Inc,USD,Financials,Insurance,Insurance Brokers,#N/A N/A
KSP ID Equity,Kingspan Group PLC,EUR,Materials,Construction Materials,Non Wood Building Materials,Concrete Products
EMA CN Equity,Emera Inc,CAD,Utilities,Utilities,Power Generation,#N/A N/A
AUB BI Equity,Ahli United Bank BSC,USD,Financials,Banking,Banks,Corporate Banking
PACW US Equity,PacWest Bancorp,USD,Financials,Banking,Banks,#N/A N/A
CBI US Equity,Chicago Bridge & Iron Co NV,USD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Energy Infra Construction
VBK US Equity,Vanguard Small-Cap Growth ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2331 JP Equity,Sohgo Security Services Co Ltd,JPY,Consumer Discretionary,Commercial Services,Security Services,#N/A N/A
3474 TT Equity,Inotera Memories Inc,TWD,Technology,Semiconductors,Semiconductor Mfg,Foundry Services
9006 JP Equity,Keikyu Corp,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,Railway Services
WTR US Equity,Aqua America Inc,USD,Utilities,Utilities,Utility Networks,Water Networks
ALGN US Equity,Align Technology Inc,USD,Health Care,Medical Equipment & Devices,Medical Equipment,Dental Equipment
GPOR LN Equity,Great Portland Estates PLC,GBp,Financials,Real Estate,REIT,Multi Asset Class REIT
CEMARGOS CB Equity,Cementos Argos SA,COP,Materials,Construction Materials,Cement & Aggregates,Cement
1910 HK Equity,Samsonite International SA,HKD,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Bags & Leather Goods Design
CFX US Equity,Colfax Corp,USD,Industrials,Machinery,Flow Control Equipment,Pump & Pumping Equipment
CCRI IN Equity,Container Corp Of India Ltd,INR,Industrials,Transportation & Logistics,Logistics Services,#N/A N/A
CQH US Equity,Cheniere Energy Partners LP Ho,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Liquefied Natural Gas (LNG)
MRVL US Equity,Marvell Technology Group Ltd,USD,Technology,Semiconductors,Semiconductor Devices,"Logic, Processors & App Specific"
4506 JP Equity,Sumitomo Dainippon Pharma Co L,JPY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
ARX CN Equity,ARC Resources Ltd,CAD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
EMB US Equity,iShares JP Morgan USD Emerging,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GPRO US Equity,GoPro Inc,USD,Technology,Hardware,Consumer Electronics,Camera Equipment
WCH GR Equity,Wacker Chemie AG,EUR,Materials,Chemicals,Specialty Chemicals,#N/A N/A
FHZN SW Equity,Flughafen Zuerich AG,CHF,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
127 HK Equity,Chinese Estates Holdings Ltd,HKD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
LAME4 BZ Equity,Lojas Americanas SA,BRL,Consumer Discretionary,Retail - Discretionary,Department Stores,Mid-Tier Department Stores
SFER IM Equity,Salvatore Ferragamo SpA,EUR,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",#N/A N/A
DTAC TB Equity,Total Access Communication PCL,THB,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
LEG GR Equity,LEG Immobilien AG,EUR,Financials,Real Estate,Real Estate Owners & Developers,Housing Owners & Developers
PIDI IN Equity,Pidilite Industries Ltd,INR,Materials,Chemicals,Specialty Chemicals,Adhesives & Sealants
600875 CH Equity,Dongfang Electric Corp Ltd,CNY,Industrials,Electrical Equipment,Electrical Power Equipment,Power Generation Equipment
BIM FP Equity,BioMerieux,EUR,Health Care,Medical Equipment & Devices,Life Science Equipment,In Vitro Diagnostics
000568 CH Equity,Luzhou Laojiao Co Ltd,CNY,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
032640 KS Equity,LG Uplus Corp,KRW,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
2670 JP Equity,ABC-Mart Inc,JPY,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,Footwear Stores
9101 JP Equity,Nippon Yusen KK,JPY,Industrials,Transportation & Logistics,Marine Shipping,#N/A N/A
TTAN IN Equity,Titan Co Ltd,INR,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Watch & Jewelry Design
HTO GA Equity,Hellenic Telecommunications Or,EUR,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
COLM US Equity,Columbia Sportswear Co,USD,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Sporting & Athletic Apparel
