Ticker,Description,Currency,Sector,Industry Group,Industry,Sub_Industry
IHH MK Equity,IHH Healthcare Bhd,MYR,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Hospitals
RAND NA Equity,Randstad Holding NV,EUR,Consumer Discretionary,Commercial Services,Professional Services,Mgmt & Admin Consulting Svcs
AC FP Equity,Accor SA,EUR,Consumer Discretionary,"Gaming, Lodging & Restaurants",Lodging,Hotel & Motel (excl Casino Hotel)
TXT US Equity,Textron Inc,USD,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft
PCHEM MK Equity,Petronas Chemicals Group Bhd,MYR,Materials,Chemicals,Basic & Diversified Chemicals,"Organic Resins, Fibers & Rubber"
000538 CH Equity,Yunnan Baiyao Group Co Ltd,CNY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
ADCB UH Equity,Abu Dhabi Commercial Bank PJSC,AED,Financials,Banking,Banks,#N/A N/A
REE SM Equity,Red Electrica Corp SA,EUR,Utilities,Utilities,Utility Networks,Electricity Networks
SIME MK Equity,Sime Darby Bhd,MYR,Consumer Discretionary,Distributors - Discretionary,Automotive Wholesalers,Auto & Motor Vehicles Whslrs
151 HK Equity,Want Want China Holdings Ltd,HKD,Consumer Staples,Consumer Products,Packaged Food,#N/A N/A
000810 KS Equity,Samsung Fire & Marine Insuranc,KRW,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
6502 JP Equity,Toshiba Corp,JPY,Industrials,Electrical Equipment,Electrical Power Equipment,Power Generation Equipment
1898 HK Equity,China Coal Energy Co Ltd,HKD,Energy,"Oil, Gas & Coal",Coal Operations,Coal Mining
TEL PM Equity,PLDT Inc,PHP,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
XLNX US Equity,Xilinx Inc,USD,Technology,Semiconductors,Semiconductor Devices,"Logic, Processors & App Specific"
VB US Equity,Vanguard Small-Cap ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MNDI LN Equity,Mondi PLC,GBp,Materials,Containers & Packaging,Containers & Packaging,Paper Containers & Packaging
MND SJ Equity,Mondi Ltd,ZAr,Materials,Containers & Packaging,Containers & Packaging,Paper Containers & Packaging
XRX US Equity,Xerox Corp,USD,Technology,Technology Services,IT Services,IT Services - Commercial
FAST US Equity,Fastenal Co,USD,Consumer Discretionary,Distributors - Discretionary,Home & Office Product Whslrs,Hardware Wholesalers
SIG US Equity,Signet Jewelers Ltd,USD,Consumer Discretionary,Retail - Discretionary,Jewelry & Watch Stores,Jewelry Stores
CSJ US Equity,iShares 1-3 Year Credit Bond E,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
COL US Equity,Rockwell Collins Inc,USD,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft Parts
AMC AU Equity,Amcor Ltd/Australia,AUD,Materials,Containers & Packaging,Containers & Packaging,Metal Containers & Packaging
PSM GR Equity,ProSiebenSat.1 Media SE,EUR,Communications,Media,Publishing & Broadcasting,Local TV & Radio Broadcast
TUI LN Equity,TUI AG,GBp,Consumer Discretionary,Recreation Facilities & Svcs,Leisure & Travel Services,Travel Services
EQT US Equity,EQT Corp,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
MM IN Equity,Mahindra & Mahindra Ltd,INR,Consumer Discretionary,Automotive,Automobiles,#N/A N/A
9501 JP Equity,Tokyo Electric Power Co Holdin,JPY,Utilities,Utilities,Integrated Utilities,#N/A N/A
PAGP US Equity,Plains GP Holdings LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
BXB AU Equity,Brambles Ltd,AUD,Materials,Containers & Packaging,Containers & Packaging,Wood Containers & Pallet
CVE CN Equity,Cenovus Energy Inc,CAD,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
JAH US Equity,Jarden Corp,USD,Consumer Staples,Consumer Products,Household Products,#N/A N/A
CHD US Equity,Church & Dwight Co Inc,USD,Consumer Staples,Consumer Products,Household Products,Home Products
600485 CH Equity,Beijing Xinwei Technology Grou,CNY,Technology,Hardware,Communications Equipment,Telecommunications Equipment
JGS PM Equity,JG Summit Holdings Inc,PHP,Consumer Staples,Consumer Products,Packaged Food,Snack Food & Confectionary
DIA US Equity,SPDR Dow Jones Industrial Aver,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
XLE US Equity,Energy Select Sector SPDR Fund,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
966 HK Equity,China Taiping Insurance Holdin,HKD,Financials,Insurance,Life Insurance,Life Insurance Premiums
1928 JP Equity,Sekisui House Ltd,JPY,Consumer Discretionary,Home & Office Products,Homebuilders,#N/A N/A
CBG US Equity,CBRE Group Inc,USD,Financials,Real Estate,Real Estate Services,#N/A N/A
NA CN Equity,National Bank of Canada,CAD,Financials,Banking,Banks,#N/A N/A
EZJ LN Equity,easyJet PLC,GBp,Consumer Discretionary,Passenger Transportation,Airlines,Low Cost Airline
BGA SJ Equity,Barclays Africa Group Ltd,ZAr,Financials,Banking,Banks,Retail Banking
600027 CH Equity,Huadian Power International Co,CNY,Utilities,Utilities,Power Generation,#N/A N/A
1305 JP Equity,Daiwa ETF-TOPIX,JPY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AOT TB Equity,Airports of Thailand PCL,THB,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
3407 JP Equity,Asahi Kasei Corp,JPY,Materials,Chemicals,Basic & Diversified Chemicals,#N/A N/A
5802 JP Equity,Sumitomo Electric Industries L,JPY,Consumer Discretionary,Automotive,Auto Parts,Auto Electrical
1320 JP Equity,Daiwa ETF Nikkei 225,JPY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6988 JP Equity,Nitto Denko Corp,JPY,Materials,Chemicals,Specialty Chemicals,#N/A N/A
WGP US Equity,Western Gas Equity Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
G CN Equity,Goldcorp Inc,CAD,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
3045 TT Equity,Taiwan Mobile Co Ltd,TWD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
O US Equity,Realty Income Corp,USD,Financials,Real Estate,REIT,Retail REIT
2269 JP Equity,MEIJI Holdings Co Ltd,JPY,Consumer Staples,Consumer Products,Packaged Food,#N/A N/A
SAFCO AB Equity,Saudi Arabian Fertilizer Co,SAR,Materials,Chemicals,Agricultural Chemicals,Fertilizers
VCSH US Equity,Vanguard Short-Term Corporate,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BOS IN Equity,Bosch Ltd,INR,Consumer Discretionary,Automotive,Auto Parts,#N/A N/A
SIBN RM Equity,Gazprom Neft PJSC,RUB,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
1055 HK Equity,China Southern Airlines Co Ltd,HKD,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
SLG US Equity,SL Green Realty Corp,USD,Financials,Real Estate,REIT,Office REIT
CRUZ3 BZ Equity,Souza Cruz SA,BRL,Consumer Staples,Consumer Products,Tobacco,Tobacco Products
051900 KS Equity,LG Household & Health Care Ltd,KRW,Consumer Staples,Consumer Products,Household Products,Personal Care Products
002790 KS Equity,AMOREPACIFIC Group,KRW,Consumer Staples,Consumer Products,Household Products,Home Products
APN SJ Equity,Aspen Pharmacare Holdings Ltd,ZAr,Health Care,Biotech & Pharma,Generic Pharma,#N/A N/A
ALKS US Equity,Alkermes PLC,USD,Health Care,Biotech & Pharma,Specialty Pharma,Comml Non-Profit Spec Pharma
BAER VX Equity,Julius Baer Group Ltd,CHF,Financials,Asset Management,Wealth Management,#N/A N/A
SEE US Equity,Sealed Air Corp,USD,Materials,Containers & Packaging,Containers & Packaging,Plastic Containers & Packaging
2899 HK Equity,Zijin Mining Group Co Ltd,HKD,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
PGN PW Equity,Polskie Gornictwo Naftowe i Ga,PLN,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
ULTA US Equity,Ulta Beauty Inc,USD,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,Cosmetics & Beauty Stores
BSFR AB Equity,Banque Saudi Fransi,SAR,Financials,Banking,Banks,Corporate Banking
VYM US Equity,Vanguard High Dividend Yield E,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ADSK US Equity,Autodesk Inc,USD,Technology,Software,Application Software,Engineering Software
FR FP Equity,Valeo SA,EUR,Consumer Discretionary,Automotive,Auto Parts,#N/A N/A
CEMEXCPO MM Equity,Cemex SAB de CV,MXN,Materials,Construction Materials,Cement & Aggregates,#N/A N/A
LEN US Equity,Lennar Corp,USD,Consumer Discretionary,Home & Office Products,Homebuilders,Single Family Home Const
DRRD IN Equity,Dr Reddy's Laboratories Ltd,INR,Health Care,Biotech & Pharma,Generic Pharma,Global Generics API
BBBY US Equity,Bed Bath & Beyond Inc,USD,Consumer Discretionary,Retail - Discretionary,Home Products Stores,Home Furnishings Stores
ALK US Equity,Alaska Air Group Inc,USD,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
MRO US Equity,Marathon Oil Corp,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
WN CN Equity,George Weston Ltd,CAD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
MKC US Equity,McCormick & Co Inc/MD,USD,Consumer Staples,Consumer Products,Packaged Food,Condiments
101 HK Equity,Hang Lung Properties Ltd,HKD,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
MWE US Equity,MarkWest Energy Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
4508 JP Equity,Mitsubishi Tanabe Pharma Corp,JPY,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A
ADSEZ IN Equity,Adani Ports & Special Economic,INR,Industrials,Transportation & Logistics,Transport Support Services,Marine Support Services
CLR US Equity,Continental Resources Inc/OK,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
NN NA Equity,NN Group NV,EUR,Financials,Insurance,Life Insurance,Life Insurance Premiums
EMAARMLS UH Equity,Emaar Malls PJSC,AED,Financials,Real Estate,Real Estate Owners & Developers,Retail Owners & Developers
IAM MC Equity,Maroc Telecom,MAD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
TIF US Equity,Tiffany & Co,USD,Consumer Discretionary,Retail - Discretionary,Jewelry & Watch Stores,Jewelry Stores
CHILE CI Equity,Banco de Chile,CLP,Financials,Banking,Banks,#N/A N/A
EMN US Equity,Eastman Chemical Co,USD,Materials,Chemicals,Basic & Diversified Chemicals,#N/A N/A
PZU PW Equity,Powszechny Zaklad Ubezpieczen,PLN,Financials,Insurance,P&C Insurance,#N/A N/A
KSU US Equity,Kansas City Southern,USD,Industrials,Transportation & Logistics,Rail Freight,Total Commodity - Rail
991 HK Equity,Datang International Power Gen,HKD,Utilities,Utilities,Power Generation,#N/A N/A
CNP FP Equity,CNP Assurances,EUR,Financials,Insurance,Life Insurance,Life Insurance Premiums
WAT US Equity,Waters Corp,USD,Health Care,Medical Equipment & Devices,Life Science Equipment,Analytical Lab Equipment
TATN RM Equity,Tatneft PJSC,RUB,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
489 HK Equity,Dongfeng Motor Group Co Ltd,HKD,Consumer Discretionary,Automotive,Automobiles,Passenger Vehicles
4543 JP Equity,Terumo Corp,JPY,Health Care,Medical Equipment & Devices,Health Care Supplies,Surgical Appliances & Supplies
GCARSOA1 MM Equity,Grupo Carso SAB de CV,MXN,Consumer Staples,Retail - Consumer Staples,Mass Merchants,Discount Stores
COTY US Equity,Coty Inc,USD,Consumer Staples,Consumer Products,Household Products,Personal Care Products
000063 CH Equity,ZTE Corp,CNY,Technology,Hardware,Communications Equipment,Data Networking Equipment
SAB SM Equity,Banco de Sabadell SA,EUR,Financials,Banking,Banks,Retail Banking
SANMEXB MM Equity,Grupo Financiero Santander Mex,MXN,Financials,Banking,Banks,#N/A N/A
600518 CH Equity,Kangmei Pharmaceutical Co Ltd,CNY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
1099 HK Equity,Sinopharm Group Co Ltd,HKD,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
BJAUT IN Equity,Bajaj Auto Ltd,INR,Consumer Discretionary,Automotive,Automobiles,Motorbikes & Parts
FL US Equity,Foot Locker Inc,USD,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,Footwear Stores
ALU FP Equity,Alcatel-Lucent SA,EUR,Technology,Hardware,Communications Equipment,Data Networking Equipment
600340 CH Equity,China Fortune Land Development,CNY,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
DIGI MK Equity,DiGi.Com Bhd,MYR,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
UTDI GR Equity,United Internet AG,EUR,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
BDEV LN Equity,Barratt Developments PLC,GBp,Consumer Discretionary,Home & Office Products,Homebuilders,#N/A N/A
IMS US Equity,IMS Health Holdings Inc,USD,Technology,Technology Services,Information Services,Non-Financial Info Services
ALLY US Equity,Ally Financial Inc,USD,Financials,Specialty Finance,Consumer Finance,Auto Finance
TW/ LN Equity,Taylor Wimpey PLC,GBp,Consumer Discretionary,Home & Office Products,Homebuilders,#N/A N/A
2600 HK Equity,Aluminum Corp of China Ltd,HKD,Materials,Metals & Mining,Base Metals,Aluminum
PWGR IN Equity,Power Grid Corp of India Ltd,INR,Utilities,Utilities,Utility Networks,Electricity Networks
FNF US Equity,FNF Group,USD,Financials,Specialty Finance,Mortgage Finance,Title Insurance
BG US Equity,Bunge Ltd,USD,Consumer Staples,Distributors - Consumer Staples,Agricultural Products Whslrs,#N/A N/A
1913 HK Equity,PRADA SpA,HKD,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",#N/A N/A
EMSN SW Equity,EMS-Chemie Holding AG,CHF,Materials,Chemicals,Basic & Diversified Chemicals,"Organic Resins, Fibers & Rubber"
9202 JP Equity,ANA Holdings Inc,JPY,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
ALFAA MM Equity,Alfa SAB de CV,MXN,Materials,Chemicals,Basic & Diversified Chemicals,Organic Chem & Intermediates
6702 JP Equity,Fujitsu Ltd,JPY,Technology,Technology Services,IT Services,IT Services - Commercial
XLY US Equity,Consumer Discretionary Select,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MBLY US Equity,Mobileye NV,USD,Consumer Discretionary,Automotive,Auto Parts,Auto Electrical
1308 JP Equity,Listed Index Fund TOPIX,JPY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EZU US Equity,iShares MSCI Eurozone ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ACS SM Equity,ACS Actividades de Construccio,EUR,Industrials,Engineering & Construction Svcs,Infrastructure Construction,#N/A N/A
SEV FP Equity,Suez,EUR,Utilities,Utilities,Utility Networks,Water Networks
CNHI US Equity,CNH Industrial NV,USD,Industrials,Machinery,Agricultural Machinery,Farm Machinery & Equipment
HRB US Equity,H&R Block Inc,USD,Consumer Discretionary,Commercial Services,Professional Services,Other Professional Services
PSN LN Equity,Persimmon PLC,GBp,Consumer Discretionary,Home & Office Products,Homebuilders,#N/A N/A
AC PM Equity,Ayala Corp,PHP,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
PKO PW Equity,Powszechna Kasa Oszczednosci B,PLN,Financials,Banking,Banks,Retail Banking
ALO FP Equity,Alstom SA,EUR,Industrials,Transportation Equipment,Railroad Rolling Stock,#N/A N/A
1216 TT Equity,Uni-President Enterprises Corp,TWD,Consumer Staples,Consumer Products,Packaged Food,#N/A N/A
PTG MK Equity,Petronas Gas Bhd,MYR,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
300104 CH Equity,Leshi Internet Information & T,CNY,Communications,Media,Internet Media,"News, Sports & Entmt Web"
KSS US Equity,Kohl's Corp,USD,Consumer Discretionary,Retail - Discretionary,Department Stores,Mid-Tier Department Stores
JNK US Equity,SPDR Bloomberg Barclays High Y,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
XEC US Equity,Cimarex Energy Co,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
601788 CH Equity,Everbright Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,#N/A N/A
TRIP US Equity,TripAdvisor Inc,USD,Communications,Media,Internet Based Services,Travel Info & Booking Web
7259 JP Equity,Aisin Seiki Co Ltd,JPY,Consumer Discretionary,Automotive,Auto Parts,Drivetrain Components
LLTC US Equity,Linear Technology Corp,USD,Technology,Semiconductors,Semiconductor Devices,Analog ICs
HAS US Equity,Hasbro Inc,USD,Consumer Discretionary,Leisure Products,Toys & Games,"Dolls, Toys & Games"
MXIM US Equity,Maxim Integrated Products Inc,USD,Technology,Semiconductors,Semiconductor Devices,Analog ICs
JNPR US Equity,Juniper Networks Inc,USD,Technology,Hardware,Communications Equipment,Data Networking Equipment
JAZZ US Equity,Jazz Pharmaceuticals PLC,USD,Health Care,Biotech & Pharma,Specialty Pharma,Comml Profitable Spec Pharm
BWA US Equity,BorgWarner Inc,USD,Consumer Discretionary,Automotive,Auto Parts,Engines & Parts
CHRW US Equity,CH Robinson Worldwide Inc,USD,Industrials,Transportation & Logistics,Logistics Services,Brokerage
WKL NA Equity,Wolters Kluwer NV,EUR,Technology,Technology Services,Information Services,#N/A N/A
SLM SJ Equity,Sanlam Ltd,ZAr,Financials,Insurance,Life Insurance,#N/A N/A
IUSA LN Equity,iShares S&P 500 UCITS ETF USD,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BVI FP Equity,Bureau Veritas SA,EUR,Consumer Discretionary,Commercial Services,Professional Services,Other Professional Services
CIMB MK Equity,CIMB Group Holdings Bhd,MYR,Financials,Banking,Banks,Retail Banking
FFH CN Equity,Fairfax Financial Holdings Ltd,CAD,Financials,Insurance,Reinsurance,P&C Reinsurance
CNA US Equity,CNA Financial Corp,USD,Financials,Insurance,P&C Insurance,#N/A N/A
ENDESA CI Equity,Enel Generacion Chile SA,CLP,Utilities,Utilities,Power Generation,#N/A N/A
2891 TT Equity,CTBC Financial Holding Co Ltd,TWD,Financials,Banking,Banks,#N/A N/A
VOYA US Equity,Voya Financial Inc,USD,Financials,Insurance,Life Insurance,#N/A N/A
PNR US Equity,Pentair PLC,USD,Industrials,Machinery,Flow Control Equipment,#N/A N/A
600398 CH Equity,Heilan Home Co Ltd,CNY,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,#N/A N/A
BPCL IN Equity,Bharat Petroleum Corp Ltd,INR,Energy,"Oil, Gas & Coal",Refining & Marketing,#N/A N/A
POW CN Equity,Power Corp of Canada,CAD,Financials,Insurance,Life Insurance,Life Insurance Premiums
SOLB BB Equity,Solvay SA,EUR,Materials,Chemicals,Basic & Diversified Chemicals,#N/A N/A
NLY US Equity,Annaly Capital Management Inc,USD,Financials,Specialty Finance,Mortgage Finance,Mortgage REIT
9843 JP Equity,Nitori Holdings Co Ltd,JPY,Consumer Discretionary,Retail - Discretionary,Home Products Stores,Furniture Stores
MNK US Equity,Mallinckrodt PLC,USD,Health Care,Biotech & Pharma,Specialty Pharma,Comml Profitable Spec Pharm
TRN IM Equity,Terna Rete Elettrica Nazionale,EUR,Utilities,Utilities,Utility Networks,Electricity Networks
REM SJ Equity,Remgro Ltd,ZAr,Consumer Staples,Consumer Products,Packaged Food,Meat Products
600690 CH Equity,Qingdao Haier Co Ltd,CNY,Consumer Discretionary,Home & Office Products,Home Improvement,Household Appliances
QSP-U CN Equity,Restaurant Brands Internationa,CAD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Restaurants,Limited Service Restaurants
